pin,taluk,city,state,isServiceable
782426,Kampur,Nagaon,ASSAM,true
782427,Kampur,Nagaon,ASSAM,true
782428,Nagaon,Nagaon,ASSAM,true
782429,Hojai,Nagaon,ASSAM,true
782435,Donka,Karbi Anglong,ASSAM,true
782439,Hojai,Nagaon,ASSAM,true
782440,Doboka,Nagaon,ASSAM,true
782441,Diphu,Karbi Anglong,ASSAM,true
782442,Hojai,Karbi Anglong,ASSAM,true
782445,Hojai,Nagaon,ASSAM,true
782446,Donka,Karbi Anglong,ASSAM,true
782447,Diphu,Karbi Anglong,ASSAM,true
782448,Donka,Karbi Anglong,ASSAM,true
782450,Hamren,Karbi Anglong,ASSAM,true
782460,Diphu,Karbi Anglong,ASSAM,true
782461,Diphu,Karbi Anglong,ASSAM,true
782462,Diphu,Karbi Anglong,ASSAM,true
782470,Diphu,Karbi Anglong,ASSAM,true
782480,Bokajan,Karbi Anglong,ASSAM,true
782481,Diphu,Karbi Anglong,ASSAM,true
782482,Diphu,Karbi Anglong,ASSAM,true
782485,Donka,Karbi Anglong,ASSAM,true
782486,Hamren,Karbi Anglong,ASSAM,true
782490,Bokajan,Karbi Anglong,ASSAM,true
783101,Goalpara,Goalpara,ASSAM,true
783120,Balijana,Goalpara,ASSAM,true
783121,Goalpara,Goalpara,ASSAM,true
783122,Dudhnoi,Goalpara,ASSAM,true
783123,Dambo Rongjeng,East Garo Hills,MEGHALAYA,true
783124,Dudhnai,Goalpara,ASSAM,true
783125,Matia,Goalpara,ASSAM,true
783126,Balijana,Goalpara,ASSAM,true
783127,Kokrajhar,Kokrajhar,ASSAM,true
783128,Fekamari,Dhubri,ASSAM,true
783129,Lakhipur,Goalpara,ASSAM,true
783130,Rangjuli,Goalpara,ASSAM,true
783131,Mankachar,Dhubri,ASSAM,true
783132,Lakhipur,Goalpara,ASSAM,true
783133,Matia,Goalpara,ASSAM,true
783134,Dudhnoi,Bongaigaon,ASSAM,true
783135,Fekamari,Dhubri,ASSAM,true
783301,Dhubri,Dhubri,ASSAM,true
783323,Dhubri,Dhubri,ASSAM,true
783324,Dhubri,Dhubri,ASSAM,true
783325,Dhubri,Dhubri,ASSAM,true
783330,Salmara South,Dhubri,ASSAM,true
783331,Rupshi,Dhubri,ASSAM,true
783332,Hatidhura,Kokrajhar,ASSAM,true
783333,Gossaigaon,Kokrajhar,ASSAM,true
783334,Golakganj,Dhubri,ASSAM,true
783335,Agamoni,Dhubri,ASSAM,true
783336,Bhowraguri,Kokrajhar,ASSAM,true
783337,Bagribari,Dhubri,ASSAM,true
783339,Debitala,Dhubri,ASSAM,true
783345,Bilasipara,Dhubri,ASSAM,true
783346,Dotma,Kokrajhar,ASSAM,true
783347,Dotma,Kokrajhar,ASSAM,true
783348,Bilasipara,Dhubri,ASSAM,true
783349,Bagribari,Dhubri,ASSAM,true
783350,Gossaigaon,Kokrajhar,ASSAM,true
783354,Dotma,Kokrajhar,ASSAM,true
783360,Bijni,Bongaigaon,ASSAM,true
783361,Gossaigaon,Kokrajhar,ASSAM,true
783369,Kokrajhar,Kokrajhar,ASSAM,true
783370,Kokrajhar,Kokrajhar,ASSAM,true
783371,Chapar Salkocha,Dhubri,ASSAM,true
783372,Dotoma,Kokrajhar,ASSAM,true
783373,Sidli Chirang,Bongaigaon,ASSAM,true
783375,Bengtal,Kokrajhar,ASSAM,true
783376,Kokrajhar,Kokrajhar,ASSAM,true
783380,Bongaigaon,Bongaigaon,ASSAM,true
783381,Bijni,Bongaigaon,ASSAM,true
783382,Baitamari,Bongaigaon,ASSAM,true
783383,Baitamari,Bongaigaon,ASSAM,true
783384,Abhayapuri,Bongaigaon,ASSAM,true
783385,Bongaigaon,Bongaigaon,ASSAM,true
783388,B.s. Gram,Bongaigaon,ASSAM,true
783389,Baitamari,Bongaigaon,ASSAM,true
783390,Bijni,Bongaigaon,ASSAM,true
783391,Boitamari,Bongaigaon,ASSAM,true
783392,Manikpur,Bongaigaon,ASSAM,true
783393,Bijni,Bongaigaon,ASSAM,true
783394,Bengtal,Bongaigaon,ASSAM,true
784001,Hazarapar,Sonitpur,ASSAM,true
784010,Tezpur,Sonitpur,ASSAM,true
784025,Panchmile,Sonitpur,ASSAM,true
784026,Khalihamari,Sonitpur,ASSAM,true
784027,Kaliabhomora,Sonitpur,ASSAM,true
784028,Napaam,Sonitpur,ASSAM,true
784101,Balipara,Sonitpur,ASSAM,true
784102,Lokra,Sonitpur,ASSAM,true
784103,Chariduar,Sonitpur,ASSAM,true
784104,Shalonibari,Sonitpur,ASSAM,true
784105,Ghoramari,Sonitpur,ASSAM,true
784110,Dhekiajuli,Sonitpur,ASSAM,true
784111,Darrang Panbari,Sonitpur,ASSAM,true
784112,Alisinga,Sonitpur,ASSAM,true
784113,Kopati,Darrang,ASSAM,true
784114,Orang,Darrang,ASSAM,true
784115,Kharupetiaghat,Darrang,ASSAM,true
784116,Dalgaon,Darrang,ASSAM,true
784117,Borsola,Sonitpur,ASSAM,true
784125,Mangaldoi,Darrang,ASSAM,true
784144,Pathorighat,Darrang,ASSAM,true
784145,Sipajhar,Darrang,ASSAM,true
784146,Dhula,Darrang,ASSAM,true
784147,Deomornoi,Darrang,ASSAM,true
784148,Duni,Darrang,ASSAM,true
784149,Thelamara,Sonitpur,ASSAM,true
784150,Besesria,Sonitpur,ASSAM,true
784153,Bandarmari,Sonitpur,ASSAM,true
784154,Ketekibari,Sonitpur,ASSAM,true
784160,Laluk,Lakhimpur,ASSAM,true
784161,Badati,Lakhimpur,ASSAM,true
784163,Pathalipahar,Lakhimpur,ASSAM,true
784164,Bihupuria,Lakhimpur,ASSAM,true
784165,Dhalpur,Lakhimpur,ASSAM,true
784166,Behali,Sonitpur,ASSAM,true
784167,Borgong,Sonitpur,ASSAM,true
784168,Gohpur,Sonitpur,ASSAM,true
784169,Howajan,Sonitpur,ASSAM,true
784170,Halem,Sonitpur,ASSAM,true
784171,Tetenbari,Sonitpur,ASSAM,true
784172,Barangabari,Sonitpur,ASSAM,true
784173,Mijikajan,Sonitpur,ASSAM,true
784174,Pabhoi,Sonitpur,ASSAM,true
784175,Sootea,Sonitpur,ASSAM,true
784176,Chariali,Sonitpur,ASSAM,true
784177,Biswanathghat,Sonitpur,ASSAM,true
784178,Kalabari,Sonitpur,ASSAM,true
784179,Bedeti,Sonitpur,ASSAM,true
784180,Jamugurihat,Sonitpur,ASSAM,true
784182,Bakola,Sonitpur,ASSAM,true
784184,Gingia,Sonitpur,ASSAM,true
784189,Karsontala,Sonitpur,ASSAM,true
784190,Bhakatpara,Darrang,ASSAM,true
784501,Dekargaon,Sonitpur,ASSAM,true
784502,Bindukuri,Sonitpur,ASSAM,true
784504,Borjuli,Sonitpur,ASSAM,true
784505,Rangapara,Sonitpur,ASSAM,true
784506,Missamari,Sonitpur,ASSAM,true
784507,Mazbat,Darrang,ASSAM,true
784508,Rowta,Darrang,ASSAM,true
784509,Udalguri,Darrang,ASSAM,true
784510,Harisinga,Darrang,ASSAM,true
784513,Bhairabkunda,Darrang,ASSAM,true
784514,Lalpul Bazar,Darrang,ASSAM,true
784521,Tangla,Darrang,ASSAM,true
784522,Khoirabari,Darrang,ASSAM,true
784523,Panerihat,Darrang,ASSAM,true
784524,Hatigarh,Darrang,ASSAM,true
784525,Kalaigaon,Darrang,ASSAM,true
784526,Dimakuchi,Darrang,ASSAM,true
784527,Atterikhat,Darrang,ASSAM,true
784528,Purani Tangla,Darrang,ASSAM,true
784529,Mangaldoi,Darrang,ASSAM,true
785001,Jorhat,Jorhat,ASSAM,true
785004,Jorhat,Jorhat,ASSAM,true
785006,Jorhat,Jorhat,ASSAM,true
785007,Jorhat,Jorhat,ASSAM,true
785008,Jorhat,Jorhat,ASSAM,true
785009,Jorhat,Jorhat,ASSAM,true
785010,Jorhat,Jorhat,ASSAM,true
785013,Jorhat,Jorhat,ASSAM,true
785014,Jorhat,Jorhat,ASSAM,true
785015,Jorhat,Jorhat,ASSAM,true
785101,Jorhat,Jorhat,ASSAM,true
785102,Jorhat,Jorhat,ASSAM,true
785104,Jorhat,Golaghat,ASSAM,true
785105,Majuli,Jorhat,ASSAM,true
785106,Jorhat,Jorhat,ASSAM,true
785107,Jorhat,Jorhat,ASSAM,true
785108,Jorhat,Jorhat,ASSAM,true
785110,Majuli,Jorhat,ASSAM,true
785111,Jorhat,Jorhat,ASSAM,true
785112,Jorhat,Jorhat,ASSAM,true
785601,Glt,Golaghat,ASSAM,true
785602,Glt,Golaghat,ASSAM,true
785603,Glt,Golaghat,ASSAM,true
785609,Glt,Golaghat,ASSAM,true
785610,Glt,Golaghat,ASSAM,true
785611,Glt,Golaghat,ASSAM,true
785612,Bkt,Golaghat,ASSAM,true
785613,Glt,Golaghat,ASSAM,true
785614,Glt,Golaghat,ASSAM,true
785615,Glt,Golaghat,ASSAM,true
785616,Jorhat,Jorhat,ASSAM,true
785618,Glt,Golaghat,ASSAM,true
785619,Glt,Golaghat,ASSAM,true
785621,Golaghat,Golaghat,ASSAM,true
785622,Glt,Golaghat,ASSAM,true
785625,Glt,Golaghat,ASSAM,true
785626,Glt,Golaghat,ASSAM,true
785630,Titabor,Jorhat,ASSAM,true
785631,Jorhat,Jorhat,ASSAM,true
785632,Titabor,Jorhat,ASSAM,true
785633,Jorhat,Jorhat,ASSAM,true
785634,Jorhat,Jorhat,ASSAM,true
785635,Jorhat,Jorhat,ASSAM,true
785636,Jorhat,Jorhat,ASSAM,true
785640,Sibsagar,Sibsagar,ASSAM,true
785661,Sibsagar,Sibsagar,ASSAM,true
785662,Sibsagar,Sibsagar,ASSAM,true
785663,Sibsagar,Sibsagar,ASSAM,true
785664,Sibsagar,Sibsagar,ASSAM,true
785665,Sibsagar,Sibsagar,ASSAM,true
785666,Sibsagar,Sibsagar,ASSAM,true
785667,Sibsagar,Sibsagar,ASSAM,true
785669,,Sibsagar,ASSAM,true
785670,Sibsagar,Sibsagar,ASSAM,true
785671,Sibsagar,Sibsagar,ASSAM,true
785672,Sivasagar,Sibsagar,ASSAM,true
785673,Sibsagar,Sibsagar,ASSAM,true
785674,Sibsagar,Sibsagar,ASSAM,true
785675,Khowang,Dibrugarh,ASSAM,true
785676,Khiowang,Dibrugarh,ASSAM,true
785680,Sibsagar,Sibsagar,ASSAM,true
785681,Sibsagar,Sibsagar,ASSAM,true
785682,Sibsagar,Sibsagar,ASSAM,true
785683,Sibsagar,Sibsagar,ASSAM,true
785684,Sibsagar,Sibsagar,ASSAM,true
785685,Sibsagar,Sibsagar,ASSAM,true
785686,Sibsagar,Sibsagar,ASSAM,true
785687,Sibsagar,Sibsagar,ASSAM,true
785688,Sibsagar,Sibsagar,ASSAM,true
785689,Sibsagar,Sibsagar,ASSAM,true
785690,Sibsagar,Sibsagar,ASSAM,true
785691,Sibsagar,Golaghat,ASSAM,true
785692,Sibsagar,Sibsagar,ASSAM,true
785693,Sibsagar,Sibsagar,ASSAM,true
785694,Sibsagar,Sibsagar,ASSAM,true
785696,Sibsagar,Sibsagar,ASSAM,true
785697,Sibsagar,Sibsagar,ASSAM,true
785698,Sibsagar,Sibsagar,ASSAM,true
785699,Glt,Golaghat,ASSAM,true
785700,Jorhat,Jorhat,ASSAM,true
785701,Sibsagar,Sibsagar,ASSAM,true
785702,Glgt,Golaghat,ASSAM,true
785703,Glt,Golaghat,ASSAM,true
785704,Jorhat,Jorhat,ASSAM,true
785705,,Golaghat,ASSAM,true
786001,Dibrugarh,Dibrugarh,ASSAM,true
786002,Dibrugarh,Dibrugarh,ASSAM,true
786003,Dibrugarh,Dibrugarh,ASSAM,true
786004,Dibrugarh,Dibrugarh,ASSAM,true
786005,Dibrugarh,Dibrugarh,ASSAM,true
786006,Barbarua,Dibrugarh,ASSAM,true
786007,Barabruah,Dibrugarh,ASSAM,true
786008,Dibrugarh,Dibrugarh,ASSAM,true
786010,Lahoal,Dibrugarh,ASSAM,true
786012,Mohanbari,Dibrugarh,ASSAM,true
786101,Dikom,Dibrugarh,ASSAM,true
786102,Chabua,Dibrugarh,ASSAM,true
786103,Tengakhat,Dibrugarh,ASSAM,true
786125,Tinsukia,Tinsukia,ASSAM,true
786126,Tinsukia,Tinsukia,ASSAM,true
786145,Tinsukia,Tinsukia,ASSAM,true
786146,Tinsukia,Tinsukia,ASSAM,true
786147,Tinsukia,Tinsukia,ASSAM,true
786150,Doom Dooma,Tinsukia,ASSAM,true
786151,Doom Dooma,Tinsukia,ASSAM,true
786152,Doom Dooma,Tinsukia,ASSAM,true
786153,Doomdooma,Tinsukia,ASSAM,true
786154,Chapakhowa,Tinsukia,ASSAM,true
786155,Chapakhowa,Tinsukia,ASSAM,true
786156,Doom Dooma,Tinsukia,ASSAM,true
786157,Chapakhowa,Tinsukia,ASSAM,true
786158,Chapakhowa,Tinsukia,ASSAM,true
786159,Doom Dooma,Tinsukia,ASSAM,true
786160,Doom Dooma,Tinsukia,ASSAM,true
786170,Doomdooma,Tinsukia,ASSAM,true
786171,Margherita,Tinsukia,ASSAM,true
786173,Margherita,Tinsukia,ASSAM,true
786174,Margherita,Tinsukia,ASSAM,true
786179,Margherita,Tinsukia,ASSAM,true
786181,Margherita,Tinsukia,ASSAM,true
786182,Margfherita,Tinsukia,ASSAM,true
786183,Chabua,Dibrugarh,ASSAM,true
786184,Chabua,Dibrugarh,ASSAM,true
786187,Margherita,Tinsukia,ASSAM,true
786188,Margherita,Tinsukia,ASSAM,true
786189,Chabua,Tinsukia,ASSAM,true
786190,Doomdooma,Tinsukia,ASSAM,true
786191,Naharkatia,Dibrugarh,ASSAM,true
786192,Tinsukia,Tinsukia,ASSAM,true
786601,Teghakhat,Tinsukia,ASSAM,true
786602,Duliajan,Dibrugarh,ASSAM,true
786610,Dibrugarh,Dibrugarh,ASSAM,true
786611,Rajgarh,Dibrugarh,ASSAM,true
786612,Tinghkhong,Dibrugarh,ASSAM,true
786613,Bamunbari,Dibrugarh,ASSAM,true
786614,Jeypore,Dibrugarh,ASSAM,true
786621,Naholia,Dibrugarh,ASSAM,true
786622,Namrup,Dibrugarh,ASSAM,true
786623,Parbatpur,Dibrugarh,ASSAM,true
786692,Duliajan,Dibrugarh,ASSAM,true
787001,North Lakhimpur,Lakhimpur,ASSAM,true
787023,Lakhimpur,Lakhimpur,ASSAM,true
787026,Bordoloni,Dhemaji,ASSAM,true
787031,Lakhimpur,Lakhimpur,ASSAM,true
787032,Boginadi,Lakhimpur,ASSAM,true
787033,Bhogpur,Lakhimpur,ASSAM,true
787034,Gogamukh,Dhemaji,ASSAM,true
787035,Gerukamukh,Dhemaji,ASSAM,true
787051,Lakhimpur,Lakhimpur,ASSAM,true
787052,Lakhimpur,Lakhimpur,ASSAM,true
787053,Ghilamara,Dhemaji,ASSAM,true
787054,Isalmgaon,Lakhimpur,ASSAM,true
787055,Dhakuakhana,Lakhimpur,ASSAM,true
787056,Pathalipam,Lakhimpur,ASSAM,true
787057,Dhemaji,Dhemaji,ASSAM,true
787058,Machkhowa,Dhemaji,ASSAM,true
787059,Silapathar,Dhemaji,ASSAM,true
787060,Jonai,Dhemaji,ASSAM,true
787061,Simen Chapori,Dhemaji,ASSAM,true
787110,Sissiborgaon,Dhemaji,ASSAM,true
788001,,Cachar,ASSAM,true
788002,,Cachar,ASSAM,true
788003,Silchar,Cachar,ASSAM,true
788004,,Cachar,ASSAM,true
788005,Silchar,Cachar,ASSAM,true
788006,Karimganj,Karimganj,ASSAM,true
788007,,Cachar,ASSAM,true
788009,,Cachar,ASSAM,true
788010,,Cachar,ASSAM,true
788011,,Cachar,ASSAM,true
788013,,Cachar,ASSAM,true
788014,,Cachar,ASSAM,true
788015,,Cachar,ASSAM,true
788025,,Cachar,ASSAM,true
788026,,Cachar,ASSAM,true
788030,,Cachar,ASSAM,true
788031,,Cachar,ASSAM,true
788098,,Cachar,ASSAM,true
788099,,Cachar,ASSAM,true
788101,,Cachar,ASSAM,true
788102,,Cachar,ASSAM,true
788103,,Cachar,ASSAM,true
788104,,Cachar,ASSAM,true
788106,,Cachar,ASSAM,true
788107,,Cachar,ASSAM,true
788108,,Cachar,ASSAM,true
788109,,Cachar,ASSAM,true
788110,,Cachar,ASSAM,true
788111,Dalu,Cachar,ASSAM,true
788112,Cleaver House,Cachar,ASSAM,true
788113,,Cachar,ASSAM,true
788114,,Cachar,ASSAM,true
788115,,Cachar,ASSAM,true
788116,,Cachar,ASSAM,true
788117,,Hailakandi,ASSAM,true
788118,,Cachar,ASSAM,true
788119,,Cachar,ASSAM,true
788120,,Cachar,ASSAM,true
788121,,Cachar,ASSAM,true
788123,,Cachar,ASSAM,true
788126,,Cachar,ASSAM,true
788127,,Cachar,ASSAM,true
788150,,Hailakandi,ASSAM,true
788151,,Cachar,ASSAM,true
788152,,Hailakandi,ASSAM,true
788155,,Hailakandi,ASSAM,true
788156,,Hailakandi,ASSAM,true
788160,,Hailakandi,ASSAM,true
788161,,Hailakandi,ASSAM,true
788162,,Hailakandi,ASSAM,true
788163,,Hailakandi,ASSAM,true
788164,,Hailakandi,ASSAM,true
788165,,Hailakandi,ASSAM,true
788166,,Karimganj,ASSAM,true
788168,,Hailakandi,ASSAM,true
788701,,Karimganj,ASSAM,true
788709,,Karimganj,ASSAM,true
788710,Karimanj,Karimganj,ASSAM,true
788711,,Karimganj,ASSAM,true
788712,,Karimganj,ASSAM,true
788713,,Karimganj,ASSAM,true
788719,,Karimganj,ASSAM,true
788720,,Karimganj,ASSAM,true
788722,,Karimganj,ASSAM,true
788723,,Karimganj,ASSAM,true
788724,,Karimganj,ASSAM,true
788725,,Karimganj,ASSAM,true
788726,,Karimganj,ASSAM,true
788727,,Karimganj,ASSAM,true
788728,,Karimganj,ASSAM,true
788733,,Karimganj,ASSAM,true
788734,,Hailakandi,ASSAM,true
788735,,Hailakandi,ASSAM,true
788736,,Hailakandi,ASSAM,true
788737,,Hailakandi,ASSAM,true
788781,,Karimganj,ASSAM,true
788801,,Hailakandi,ASSAM,true
788802,,Hailakandi,ASSAM,true
788803,,Karimganj,ASSAM,true
788804,,Cachar,ASSAM,true
788805,,Cachar,ASSAM,true
788806,,Karimganj,ASSAM,true
788815,,Cachar,ASSAM,true
788816,,Cachar,ASSAM,true
788817,,Cachar,ASSAM,true
788818,,North Cachar Hills,ASSAM,true
788819,,North Cachar Hills,ASSAM,true
788820,,North Cachar Hills,ASSAM,true
788830,,North Cachar Hills,ASSAM,true
788831,,North Cachar Hills,ASSAM,true
788832,,North Cachar Hills,ASSAM,true
788931,,North Cachar Hills,ASSAM,true
790001,Bomdila,West Kameng,ARUNACHAL PRADESH,true
790002,Kalaktang,West Kameng,ARUNACHAL PRADESH,true
790003,Rupa,West Kameng,ARUNACHAL PRADESH,true
790101,Dirang,West Kameng,ARUNACHAL PRADESH,true
790102,Seppa,East Kameng,ARUNACHAL PRADESH,true
790103,Seijosa,East Kameng,ARUNACHAL PRADESH,true
790104,Tawang,Tawang,ARUNACHAL PRADESH,true
790105,Jang,Tawang,ARUNACHAL PRADESH,true
790106,Lumla,Tawang,ARUNACHAL PRADESH,true
790114,Bhalukpong,West Kameng,ARUNACHAL PRADESH,true
790116,Tenga Market,West Kameng,ARUNACHAL PRADESH,true
791001,Bagra,West Siang,ARUNACHAL PRADESH,true
791002,Yingkiong,Upper Siang,ARUNACHAL PRADESH,true
791003,Mechuka,West Siang,ARUNACHAL PRADESH,true
791101,Bame,West Siang,ARUNACHAL PRADESH,true
791102,Pasighat,East Siang,ARUNACHAL PRADESH,true
791103,Pasighat,East Siang,ARUNACHAL PRADESH,true
791104,Mebo,East Siang,ARUNACHAL PRADESH,true
791105,Tuting,Upper Siang,ARUNACHAL PRADESH,true
791109,Nirjuli,Papum Pare,ARUNACHAL PRADESH,true
791110,Naharlagun,Papum Pare,ARUNACHAL PRADESH,true
791111,Itanagar,Papum Pare,ARUNACHAL PRADESH,true
791112,Diomukh,Papum Pare,ARUNACHAL PRADESH,true
791113,Itanagar,Lower Subansiri,ARUNACHAL PRADESH,true
791118,Chambang,Kurung Kumey,ARUNACHAL PRADESH,true
791119,R N Project,Lower Subansiri,ARUNACHAL PRADESH,true
791120,Ziro,Lower Subansiri,ARUNACHAL PRADESH,true
791121,Kimin,Papum Pare,ARUNACHAL PRADESH,true
791122,Daporijo,Upper Subansiri,ARUNACHAL PRADESH,true
791123,Balijan,Papum Pare,ARUNACHAL PRADESH,true
791125,Likabali,West Siang,ARUNACHAL PRADESH,true
792001,Tezu,Lohit,ARUNACHAL PRADESH,true
792055,Vijoynagar,Changlang,ARUNACHAL PRADESH,true
792056,Bordumsa,Changlang,ARUNACHAL PRADESH,true
792101,Alinye,Dibang Valley,ARUNACHAL PRADESH,true
792102,Chowkham,Lohit,ARUNACHAL PRADESH,true
792103,Namsai,Changlang,ARUNACHAL PRADESH,true
792104,Hayuliang,Lohit,ARUNACHAL PRADESH,true
792105,Mahadevpur,Lohit,ARUNACHAL PRADESH,true
792110,Roing,Dibang Valley,ARUNACHAL PRADESH,true
792111,Sunpura,Lohit,ARUNACHAL PRADESH,true
792120,Bubang,Changlang,ARUNACHAL PRADESH,true
792121,Jairampur,Changlang,ARUNACHAL PRADESH,true
792122,Miao,Changlang,ARUNACHAL PRADESH,true
792123,Nampong,Changlang,ARUNACHAL PRADESH,true
792129,Deomali,Tirap,ARUNACHAL PRADESH,true
792130,Kanubari,Tirap,ARUNACHAL PRADESH,true
792131,Longding,Tirap,ARUNACHAL PRADESH,true
793001,Shillong,East Khasi Hills,MEGHALAYA,true
793002,Shillong,East Khasi Hills,MEGHALAYA,true
793003,Shillong,East Khasi Hills,MEGHALAYA,true
793004,Laban,East Khasi Hills,MEGHALAYA,true
793005,Shillong,East Khasi Hills,MEGHALAYA,true
793006,Rynjah,East Khasi Hills,MEGHALAYA,true
793007,Shillong,East Khasi Hills,MEGHALAYA,true
793008,Mawlai,East Khasi Hills,MEGHALAYA,true
793009,Nonglyer,East Khasi Hills,MEGHALAYA,true
793010,Laitkor Peak,East Khasi Hills,MEGHALAYA,true
793011,Shillong,East Khasi Hills,MEGHALAYA,true
793012,Mawpat,East Khasi Hills,MEGHALAYA,true
793014,Shillong,East Khasi Hills,MEGHALAYA,true
793015,Mawkynrew,East Khasi Hills,MEGHALAYA,true
793016,Shillong,East Khasi Hills,MEGHALAYA,true
793017,Shillong,East Khasi Hills,MEGHALAYA,true
793018,,East Khasi Hills,MEGHALAYA,true
793019,Shillong,East Khasi Hills,MEGHALAYA,true
793021,Madanriting,East Khasi Hills,MEGHALAYA,true
793022,Mawlai,East Khasi Hills,MEGHALAYA,true
793101,Byrnihat,Ri Bhoi,MEGHALAYA,true
793102,Nongpoh,Ri Bhoi,MEGHALAYA,true
793103,Umiam,Ri Bhoi,MEGHALAYA,true
793104,Sumer,East Khasi Hills,MEGHALAYA,true
793105,Umsning,Ri Bhoi,MEGHALAYA,true
793106,Balat,East Khasi Hills,MEGHALAYA,true
793107,Bholaganj Bazar,East Khasi Hills,MEGHALAYA,true
793108,Cherrapunjee,East Khasi Hills,MEGHALAYA,true
793109,Amlarem,Jaintia Hills,MEGHALAYA,true
793110,Pynursla,East Khasi Hills,MEGHALAYA,true
793111,Cherrabazar,East Khasi Hills,MEGHALAYA,true
793112,Shella,East Khasi Hills,MEGHALAYA,true
793113,Mawsynram,East Khasi Hills,MEGHALAYA,true
793114,Mawkyrwat,West Khasi Hills,MEGHALAYA,true
793115,,West Khasi Hills,MEGHALAYA,true
793119,Nongstoin,West Khasi Hills,MEGHALAYA,true
793120,Mairang,West Khasi Hills,MEGHALAYA,true
793121,Mawphlang,East Khasi Hills,MEGHALAYA,true
793122,Ucc,Ri Bhoi,MEGHALAYA,true
793123,Umsaw,Ri Bhoi,MEGHALAYA,true
793150,Jowai,Jaintia Hills,MEGHALAYA,true
793151,Thadlaskein,Jaintia Hills,MEGHALAYA,true
793160,L;adrymbai,Jaintia Hills,MEGHALAYA,true
793200,Khliehriat,Jaintia Hills,MEGHALAYA,true
793210,,Jaintia Hills,MEGHALAYA,true
794001,Tura,West Garo Hills,MEGHALAYA,true
794002,Lower Chandmari,East Garo Hills,MEGHALAYA,true
794005,Dobasipara,West Garo Hills,MEGHALAYA,true
794101,Araimile,West Garo Hills,MEGHALAYA,true
794102,Baghmara,South Garo Hills,MEGHALAYA,true
794103,Barengapara,West Garo Hills,MEGHALAYA,true
794104,Fulbari,West Garo Hills,MEGHALAYA,true
794105,Garobadha,West Garo Hills,MEGHALAYA,true
794106,Mahendraganj,West Garo Hills,MEGHALAYA,true
794107,Nangwalbibra,East Garo Hills,MEGHALAYA,true
794108,Resubelpara,East Garo Hills,MEGHALAYA,true
794109,Tikrikilla,West Garo Hills,MEGHALAYA,true
794110,Rongjeng,East Garo Hills,MEGHALAYA,true
794111,Williamnagar,East Garo Hills,MEGHALAYA,true
794112,Mendipathar,West Garo Hills,MEGHALAYA,true
794114,Rongra,South Garo Hills,MEGHALAYA,true
794115,Ampati,West Garo Hills,MEGHALAYA,true
795001,Nil,Imphal West,MANIPUR,true
795002,Nil,Imphal West,MANIPUR,true
795003,Nil,Imphal East,MANIPUR,true
795004,Nil,Imphal West,MANIPUR,true
795005,Nil,Imphal East,MANIPUR,true
795006,Churachandpur,Churachandpur,MANIPUR,true
795007,Nil,Senapati,MANIPUR,true
795008,Nil,Imphal East,MANIPUR,true
795009,Nil,Imphal West,MANIPUR,true
795010,Nil,Imphal East,MANIPUR,true
795015,Nil,Senapati,MANIPUR,true
795101,Nil,Chandel,MANIPUR,true
795102,Nil,Chandel,MANIPUR,true
795103,Nil,Thoubal,MANIPUR,true
795104,Nil,Senapati,MANIPUR,true
795106,Nil,Senapati,MANIPUR,true
795107,Nil,Senapati,MANIPUR,true
795112,Nil,Senapati,MANIPUR,true
795113,Nil,Imphal West,MANIPUR,true
795114,Nil,Imphal East,MANIPUR,true
795115,Nil,Imphal West,MANIPUR,true
795116,Nil,Imphal East,MANIPUR,true
795117,Nil,Churachandpur,MANIPUR,true
795118,Nil,Bishnupur,MANIPUR,true
795122,Nil,Senapati,MANIPUR,true
795124,Nil,Bishnupur,MANIPUR,true
795125,Nil,Senapati,MANIPUR,true
795126,Nil,Bishnupur,MANIPUR,true
795127,Nil,Chandel,MANIPUR,true
795128,Nil,Churachandpur,MANIPUR,true
795129,Nil,Senapati,MANIPUR,true
795130,Nil,Thoubal,MANIPUR,true
795131,Nil,Chandel,MANIPUR,true
795132,Nil,Imphal West,MANIPUR,true
795133,Nil,Bishnupur,MANIPUR,true
795134,Nil,Bishnupur,MANIPUR,true
795135,Nil,Chandel,MANIPUR,true
795136,Nil,Imphal East,MANIPUR,true
795138,Nil,Thoubal,MANIPUR,true
795139,Nil,Churachandpur,MANIPUR,true
795140,Nil,Imphal East,MANIPUR,true
795141,Nil,Tamenglong,MANIPUR,true
795142,Nil,Ukhrul,MANIPUR,true
795143,Nil,Churachandpur,MANIPUR,true
795144,Nil,Ukhrul,MANIPUR,true
795145,Nil,Ukhrul,MANIPUR,true
795146,Nil,Imphal West,MANIPUR,true
795147,Nil,Tamenglong,MANIPUR,true
795148,Nil,Thoubal,MANIPUR,true
795149,Nil,Thoubal,MANIPUR,true
795150,Nil,Senapati,MANIPUR,true
795159,Nil,Tamenglong,MANIPUR,true
796001,Tlangnuam (Part),Aizawl,MIZORAM,true
796004,Tlangnuam (Part),Aizawl,MIZORAM,true
796005,Kulikawn,Aizawl,MIZORAM,true
796007,Tlangnuam (Part),Aizawl,MIZORAM,true
796008,Tlangnuam,Aizawl,MIZORAM,true
796009,Tlangnuam (Part),Aizawl,MIZORAM,true
796012,Tlangnuam (Part),Aizawl,MIZORAM,true
796014,Bawngkawn,Aizawl,MIZORAM,true
796017,Thingsulthliah (Part),Aizawl,MIZORAM,true
